Universitas,Program,Tahun,Penerimaan,Program_Studi,UKT-1,UKT-2,UKT-3,UKT-4,UKT-5,UKT-6,UKT-7,UKT-8,UKT-9,UKT-10,UKT-11
UNJ,S1,2023/2024,SNBP/SNBT,Akuntansi,500000,1000000,4900000,5500000,6100000,7200000,8400000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Bimbingan dan Konseling,500000,1000000,3900000,4500000,5100000,5800000,6400000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Biologi,500000,1000000,4650000,5250000,6250000,8000000,10000000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Bisnis Digital,500000,1000000,6000000,7100000,8500000,10500000,12000000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Fisika,500000,1000000,4500000,5200000,6200000,8000000,10000000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Geografi,500000,1000000,5800000,6300000,6800000,7300000,8300000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Ilmu Keolahragaan,500000,1000000,4300000,5400000,6500000,7600000,8600000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Ilmu Komputer,500000,1000000,4500000,5200000,6200000,8000000,8800000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Ilmu Komunikasi,500000,1000000,5200000,5900000,6200000,,,,
UNJ,S1,2023/2024,SNBP/SNBT,Kepelatihan Kecabangan Olahraga,500000,1000000,4300000,5300000,6000000,,,,
UNJ,S1,2023/2024,SNBP/SNBT,Kimia,500000,1000000,4650000,5250000,6250000,8000000,10000000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Manajemen,500000,1000000,4500000,5000000,5400000,5800000,6400000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Manajemen Pendidikan,500000,1000000,4300000,4700000,5300000,6000000,6700000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Matematika,500000,1000000,4500000,5200000,6200000,8000000,9000000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Olahraga Rekreasi,500000,1000000,4300000,5400000,6500000,7600000,8600000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Pendidikan Administrasi Perkantoran,500000,1000000,3100000,4050000,5000000,5500000,6000000,6400000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Pendidikan Agama Islam,500000,1000000,3100000,3700000,5000000,5600000,5800000,6400000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Pendidikan Akuntansi,500000,1000000,3100000,3550000,4100000,4900000,5700000,6300000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Pendidikan Bahasa Arab,500000,1000000,3900000,4500000,5200000,5900000,6100000,6400000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Pendidikan Bahasa dan Sastra Indonesia,500000,1000000,4000000,4700000,5400000,6000000,6400000,6700000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Pendidikan Bahasa Inggris,500000,1000000,3900000,4500000,5200000,5900000,6100000,6400000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Pendidikan Bahasa Jepang,500000,1000000,3700000,4300000,5000000,5600000,5900000,6200000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Pendidikan Bahasa Jerman,500000,1000000,3700000,4300000,5000000,5600000,5900000,6200000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Pendidikan Bahasa Mandarin,500000,1000000,3700000,4300000,5000000,5600000,5900000,6200000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Pendidikan Bahasa Perancis,500000,1000000,3900000,4500000,5200000,5900000,6100000,6400000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Pendidikan Biologi,500000,1000000,3950000,4500000,5200000,6200000,7500000,9000000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Pendidikan Bisnis,500000,1000000,3100000,3550000,4100000,4900000,5700000,6400000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Pendidikan Ekonomi,500000,1000000,3100000,3550000,4100000,4900000,5700000,6300000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Pendidikan Fisika,500000,1000000,3800000,4300000,5000000,6000000,7000000,9000000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Pendidikan Geografi,500000,1000000,3100000,3700000,4500000,5000000,5500000,6400000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Pendidikan Guru Pendidikan Anak Usia Dini,500000,1000000,3100000,3900000,4500000,5100000,5800000,6400000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Pendidikan Guru Sekolah Dasar,500000,1000000,3100000,3900000,4500000,5100000,5800000,6400000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Pendidikan IPS,500000,1000000,3100000,3700000,4500000,5000000,5500000,6200000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Pendidikan Teknik Informatika dan Komputer,500000,1000000,4100000,4600000,5200000,6000000,7700000,9300000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Pendidikan Jasmani Kesehatan dan Rekreasi,500000,1000000,3000000,3400000,4000000,4700000,5400000,5700000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Pendidikan Kepelatihan Olahraga,500000,1000000,3000000,3400000,4000000,4700000,5400000,5700000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Pendidikan Luar Biasa,500000,1000000,3000000,3900000,4500000,5100000,5800000,6400000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Pendidikan Kimia,500000,1000000,4500000,5200000,6200000,7500000,9000000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Pendidikan Luar Sekolah,500000,1000000,4000000,4700000,5300000,6000000,6700000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Pendidikan Matematika,500000,1000000,3800000,4300000,5000000,6000000,7000000,9000000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Pendidikan Musik,500000,1000000,3900000,4600000,5200000,6700000,7100000,7400000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Pendidikan Pancasila dan Kewarganegaraan,500000,1000000,3700000,4500000,5000000,5700000,6700000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Pendidikan Sejarah,500000,1000000,3700000,4500000,5000000,5700000,6700000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Pendidikan Seni Rupa,500000,1000000,5200000,5900000,6700000,7100000,7400000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Pendidikan Sosiologi,500000,1000000,3700000,4500000,5000000,5500000,6400000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Pendidikan Tari,500000,1000000,4500000,5200000,5900000,6700000,7100000,7400000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Pendidikan Tata Busana,500000,1000000,4600000,5200000,6200000,8100000,10100000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Pendidikan Kesejahteraan Keluarga,500000,1000000,4600000,5200000,6000000,7700000,9300000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Pendidikan Teknik Bangunan,500000,1000000,4600000,5200000,6100000,7900000,9700000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Pendidikan Tata Boga,500000,1000000,4600000,5200000,6200000,8100000,10100000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Pendidikan Tata Rias,500000,1000000,4600000,5200000,6200000,8100000,10100000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Pendidikan Teknik Elektro,500000,1000000,4600000,5200000,6100000,7900000,9700000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Pendidikan Teknik Elektronika,500000,1000000,4600000,5200000,6000000,7700000,9300000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Pendidikan Teknik Mesin,500000,1000000,4100000,4600000,5200000,6100000,7900000,9700000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Perpustakaan dan Sains Informasi,500000,1000000,4100000,4600000,5200000,6000000,7700000,9300000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Psikologi,500000,1000000,4000000,6200000,7200000,9300000,10300000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Rekayasa Keselamatan Kebakaran,500000,1000000,4100000,4600000,5200000,6100000,7900000,9700000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Sastra Indonesia,500000,1000000,4500000,5500000,6900000,7400000,7700000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Sastra Inggris,500000,1000000,4500000,5200000,5900000,6700000,7100000,7400000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Sistem dan Teknologi Informasi,500000,1000000,4600000,5200000,6000000,7700000,9300000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Sosiologi,500000,1000000,3100000,3700000,4500000,5000000,5600000,6400000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Statistika,500000,1000000,4600000,5300000,6300000,7300000,8300000,9300000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Teknik Mesin,500000,1000000,4100000,4600000,5200000,6100000,7900000,9700000,,,
UNJ,S1,2023/2024,SNBP/SNBT,Teknologi Pendidikan,500000,1000000,3700000,4300000,5000000,5300000,6000000,,,
UPN Veteran Jakarta,D3,2023/2024,SNBP/SNBT,Keuangan dan Perbankan,500000,1000000,2500000,3300000,4100000,4900000,5700000,6400000,,,
UPN Veteran Jakarta,D3,2023/2024,SNBP/SNBT,Akuntansi,500000,1000000,2500000,3300000,4100000,4900000,5700000,6400000,,,
UPN Veteran Jakarta,S1,2023/2024,SNBP/SNBT,Manajemen,500000,1000000,2500000,3300000,4100000,4900000,5700000,6400000,,,
UPN Veteran Jakarta,S1,2023/2024,SNBP/SNBT,Akuntansi,500000,1000000,2500000,3500000,4500000,5500000,6500000,7400000,,,
UPN Veteran Jakarta,S1,2023/2024,SNBP/SNBT,Ekonomi Pembangunan,500000,1000000,2500000,3300000,4100000,4900000,5700000,6400000,,,
UPN Veteran Jakarta,S1,2023/2024,SNBP/SNBT,Ekonomi Syariah,500000,1000000,2500000,3300000,4100000,4900000,5700000,6400000,,,
UPN Veteran Jakarta,S1,2023/2024,SNBP/SNBT,Kedokteran,500000,1000000,9300000,12300000,15300000,18300000,20300000,22300000,,,
UPN Veteran Jakarta,S1,2023/2024,SNBP/SNBT,Farmasi,500000,1000000,2500000,4000000,5500000,7000000,8500000,10000000,,,
UPN Veteran Jakarta,S1,2023/2024,SNBP/SNBT,Teknik Mesin,500000,1000000,4000000,5100000,6100000,7100000,8100000,9100000,,,
UPN Veteran Jakarta,S1,2023/2024,SNBP/SNBT,Teknik Industri,500000,1000000,4000000,5100000,6100000,7100000,8100000,9100000,,,
UPN Veteran Jakarta,S1,2023/2024,SNBP/SNBT,Teknik Perkapalan,500000,1000000,4000000,5100000,6100000,7100000,8100000,9100000,,,
UPN Veteran Jakarta,S1,2023/2024,SNBP/SNBT,Teknik Elektro,500000,1000000,4000000,5100000,6100000,7100000,8100000,9100000,,,
UPN Veteran Jakarta,S1,2023/2024,SNBP/SNBT,Ilmu Komunikasi,500000,1000000,2500000,3300000,4100000,4900000,5700000,6400000,,,
UPN Veteran Jakarta,S1,2023/2024,SNBP/SNBT,Hubungan Internasional,500000,1000000,2500000,3300000,4100000,4900000,5700000,6400000,,,
UPN Veteran Jakarta,S1,2023/2024,SNBP/SNBT,Ilmu Politik,500000,1000000,2500000,3300000,4100000,4900000,5700000,6202000,,,
UPN Veteran Jakarta,S1,2023/2024,SNBP/SNBT,Sains Informasi,500000,1000000,2500000,3500000,4500000,5500000,6500000,7500000,,,
UPN Veteran Jakarta,S1,2023/2024,SNBP/SNBT,"Kajian Film, Televisi, dan Media",500000,1000000,2500000,3500000,4500000,5500000,6500000,7500000,,,
UPN Veteran Jakarta,S1,2023/2024,SNBP/SNBT,Informatika,500000,1000000,4000000,5100000,6100000,7100000,8100000,9100000,,,
UPN Veteran Jakarta,S1,2023/2024,SNBP/SNBT,Sistem Informasi,500000,1000000,4000000,5100000,6100000,7100000,8100000,9100000,,,
UPN Veteran Jakarta,D3,2023/2024,SNBP/SNBT,Sistem Informasi,500000,1000000,2500000,3300000,4100000,4900000,5700000,6400000,,,
UPN Veteran Jakarta,S1,2023/2024,SNBP/SNBT,Sains Data,500000,1000000,4000000,5100000,6100000,7100000,8100000,9100000,,,
UPN Veteran Jakarta,S1,2023/2024,SNBP/SNBT,Hukum,500000,1000000,2500000,3300000,4100000,4900000,5700000,6400000,,,
UPN Veteran Jakarta,S1,2023/2024,SNBP/SNBT,Keperawatan,500000,1000000,3500000,4400000,5300000,6200000,7100000,8000000,,,
UPN Veteran Jakarta,S1,2023/2024,SNBP/SNBT,Kesehatan Masyarakat,500000,1000000,3500000,4400000,4900000,5800000,6700000,7600000,,,
UPN Veteran Jakarta,S1,2023/2024,SNBP/SNBT,Gizi,500000,1000000,3000000,4000000,5000000,6000000,7000000,7700000,,,
UPN Veteran Jakarta,S1,2023/2024,SNBP/SNBT,Fisioterapi,500000,1000000,3700000,4700000,5700000,6700000,7700000,8700000,,,
UPN Veteran Jakarta,D3,2023/2024,SNBP/SNBT,Keperawatan,500000,1000000,2500000,3500000,4500000,5500000,6500000,7300000,,,
UPN Veteran Jakarta,D3,2023/2024,SNBP/SNBT,Fisioterapi,500000,1000000,2500000,3400000,4300000,5200000,6100000,7000000,,,
UNNES,S1,2024/2025,SNBP/SNBT,Bimbingan dan Konseling,500000,1000000,3000000,4100000,5200000,5900000,6500000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Pendidikan Guru Pendidikan Anak Usia Dini (PG-PAUD),500000,1000000,2500000,3500000,4500000,5100000,5700000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Pendidikan Guru Sekolah Dasar (PGSD),500000,1000000,3100000,4200000,5300000,5750000,6400000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Pendidikan Luar Sekolah,500000,1000000,2500000,3500000,4500000,5100000,5700000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Psikologi,500000,1000000,2900000,3900000,4900000,5500000,6000000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Teknologi Pendidikan,500000,1000000,2500000,3500000,4500000,5200000,5800000,,,,
UNNES,D3,2024/2025,SNBP/SNBT,Desain Komunikasi Visual,500000,1000000,2400000,3300000,4900000,6000000,7200000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Pendidikan Bahasa Arab,500000,1000000,2750000,3850000,4900000,6000000,6400000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Pendidikan Bahasa dan Sastra Jawa,500000,1000000,2750000,3850000,4900000,6000000,6400000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Pendidikan Bahasa Inggris,500000,1000000,3250000,4200000,4900000,6000000,6400000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Pendidikan Bahasa Jepang,500000,1000000,2750000,3850000,4900000,6000000,6400000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Pendidikan Bahasa Mandarin,500000,1000000,2750000,3850000,4900000,6000000,6200000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Pendidikan Bahasa Prancis,500000,1000000,2750000,3850000,4900000,6000000,6400000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,"Pendidikan Bahasa, Sastra Indonesia, dan Bahasa Daerah",500000,1000000,3250000,4200000,5300000,6000000,6700000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Pendidikan Seni Rupa,500000,1000000,2750000,3850000,4900000,6000000,7000000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Pendidikan Sendratasik,500000,1000000,2750000,3850000,4900000,6000000,7000000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Sastra Indonesia,500000,1000000,2750000,3850000,4900000,6000000,7000000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Sastra Inggris,500000,1000000,2750000,3850000,4900000,6000000,7000000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Sastra Jawa,500000,1000000,2100000,3200000,4400000,5500000,6300000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Sastra Prancis,500000,1000000,2100000,3200000,4400000,5500000,6300000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Seni Rupa Murni,500000,1000000,2750000,3850000,4900000,6000000,7500000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Geografi,500000,1000000,3500000,4500000,5500000,6500000,7500000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Ilmu Politik,500000,1000000,3000000,4000000,5000000,5750000,6200000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Ilmu Sejarah,500000,1000000,2750000,3750000,4750000,5750000,6200000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Pendidikan Geografi,500000,1000000,3250000,4250000,5250000,6250000,6700000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Pendidikan Ilmu Pengetahuan Sosial,500000,1000000,3250000,4250000,5250000,5750000,6200000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Pendidikan Pancasila Kewarganegaraan,500000,1000000,2850000,3850000,4850000,5850000,6600000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Pendidikan Sejarah,500000,1000000,2750000,3750000,4750000,5750000,6500000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Pendidikan Sosiologi dan Antropologi,500000,1000000,3250000,4250000,5250000,5750000,6700000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Ilmu Komunikasi,500000,1000000,3000000,4000000,5000000,5750000,6200000,,,,
UNNES,D3,2024/2025,SNBP/SNBT,Statistika (Staterkom),500000,1000000,3000000,4000000,5000000,6500000,7500000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Biologi,500000,1000000,3500000,4500000,5500000,6500000,7500000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Fisika,500000,1000000,3500000,4500000,5500000,6500000,7500000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Kimia,500000,1000000,3500000,4500000,5500000,6500000,7500000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Matematika,500000,1000000,3500000,4500000,5500000,6500000,7500000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Pendidikan Biologi,500000,1000000,3500000,4500000,5500000,6500000,7500000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Pendidikan Fisika,500000,1000000,3500000,4500000,5500000,6500000,7500000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Pendidikan Ilmu Pengetahuan Alam,500000,1000000,3500000,4500000,5500000,6500000,7500000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Pendidikan Kimia,500000,1000000,3500000,4500000,5500000,6500000,7500000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Pendidikan Matematika,500000,1000000,3500000,4500000,5500000,6500000,7500000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Teknik Informatika,500000,1000000,3500000,4500000,5500000,6500000,7500000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Sistem Informasi,500000,1000000,3500000,4500000,5500000,6500000,7500000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Ilmu Lingkungan,500000,1000000,3500000,4500000,5500000,6500000,7500000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Statistik dan Sains Data,500000,1000000,3500000,4500000,5500000,6500000,7500000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Teknik Komputer,500000,1000000,3300000,4400000,5500000,7150000,8250000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Pendidikan Kesejahteraan Keluarga,500000,1000000,3300000,4400000,5500000,7000000,8000000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Pendidikan Tata Boga,500000,1000000,3300000,4400000,5500000,7000000,8000000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Pendidikan Tata Busana,500000,1000000,3300000,4400000,5500000,7000000,8000000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Pendidikan Tata Kecantikan,500000,1000000,3300000,4400000,5500000,7000000,8000000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Pendidikan Teknik Bangunan,500000,1000000,3300000,4400000,5500000,7000000,8000000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Pendidikan Teknik Elektro,500000,1000000,3300000,4400000,5500000,7000000,8000000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Pendidikan Teknik Informatika dan Komputer,500000,1000000,3300000,4400000,5500000,7000000,8000000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Pendidikan Teknik Mesin,500000,1000000,3300000,4400000,5500000,7000000,8000000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Pendidikan Teknik Otomotif,500000,1000000,3300000,4400000,5500000,7000000,8000000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Arsitektur,500000,1000000,3300000,4400000,5500000,7150000,8250000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Teknik Kimia,500000,1000000,3300000,4400000,5500000,7150000,8250000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Teknik Mesin,500000,1000000,3300000,4400000,5500000,7150000,8250000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Teknik Sipil,500000,1000000,3300000,4400000,5500000,7150000,8250000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Teknik Elektro,500000,1000000,3300000,4400000,5500000,7150000,8250000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Ilmu Keolahragaan,500000,1000000,3300000,4100000,5350000,5800000,6900000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,"Pendidikan Jasmani, Kesehatan dan Rekreasi",500000,1000000,3300000,4300000,5400000,5800000,6700000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Pendidikan Jasmani Sekolah Dasar,500000,1000000,3300000,4300000,5400000,5800000,6472000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Pendidikan Kepelatihan Olahraga,500000,1000000,3300000,4100000,5350000,5800000,6741000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Akuntansi,500000,1000000,3000000,4100000,5100000,5800000,6400000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Ekonomi Pembangunan,500000,1000000,3000000,4100000,5100000,5800000,6400000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Manajemen,500000,1000000,3000000,4100000,5100000,5800000,6400000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Pendidikan Ekonomi,500000,1000000,3000000,4100000,5100000,5800000,6400000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Pendidikan Akuntansi,500000,1000000,3000000,4100000,5100000,5800000,6400000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Pendidikan Administrasi Perkantoran,500000,1000000,3000000,4100000,5100000,5800000,6400000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Ekonomi dan Keuangan Islam,500000,1000000,3000000,4100000,5100000,5800000,6400000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Ilmu Hukum,500000,1000000,3250000,4250000,5250000,6000000,6400000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Farmasi,500000,1000000,3500000,4500000,5500000,6500000,7500000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Kesehatan Masyarakat,500000,1000000,3300000,4300000,5400000,5800000,6900000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Gizi,500000,1000000,3300000,4300000,5400000,5800000,6900000,,,,
UNNES,S1,2024/2025,SNBP/SNBT,Kedokteran,500000,1000000,5500000,11000000,15000000,20000000,22000000,,,,
UNY,S1,2025/2026,SNBP/SNBT,Bimbingan dan Konseling,500000,1000000,2400000,3145000,3630000,4235000,4940000,5950000,,,
UNY,S1,2025/2026,SNBP/SNBT,Kebijakan Pendidikan,500000,1000000,2400000,3145000,3630000,4235000,4940000,5950000,,,
UNY,S1,2025/2026,SNBP/SNBT,Manajemen Pendidikan,500000,1000000,2400000,3145000,3630000,4235000,4940000,5950000,,,
UNY,S1,2025/2026,SNBP/SNBT,Pendidikan Guru Pendidikan Anak Usia Dini,500000,1000000,2400000,3145000,3630000,4235000,4940000,5950000,,,
UNY,S1,2025/2026,SNBP/SNBT,Pendidikan Guru Sekolah Dasar,500000,1000000,2400000,3630000,4235000,4840000,5645000,6800000,,,
UNY,S1,2025/2026,SNBP/SNBT,Pendidikan Luar Sekolah,500000,1000000,2400000,3145000,3630000,4235000,4940000,5950000,,,
UNY,S1,2025/2026,SNBP/SNBT,Pendidikan Luar Biasa,500000,1000000,2400000,3145000,3630000,4235000,4940000,5950000,,,
UNY,S1,2025/2026,SNBP/SNBT,Teknologi Pendidikan,500000,1000000,2400000,3145000,3630000,4235000,4940000,5950000,,,
UNY,S1,2025/2026,SNBP/SNBT,Pendidikan Bahasa dan Sastra Indonesia,500000,1000000,2400000,3145000,3630000,4235000,4940000,5950000,,,
UNY,S1,2025/2026,SNBP/SNBT,Pendidikan Bahasa Inggris,500000,1000000,2400000,3145000,3630000,4235000,4940000,5950000,,,
UNY,S1,2025/2026,SNBP/SNBT,Pendidikan Bahasa Jerman,500000,1000000,2400000,3145000,3630000,4235000,4940000,5950000,,,
UNY,S1,2025/2026,SNBP/SNBT,Pendidikan Bahasa Perancis,500000,1000000,2400000,3145000,3630000,4235000,4940000,5950000,,,
UNY,S1,2025/2026,SNBP/SNBT,Pendidikan Bahasa Jawa,500000,1000000,2400000,3145000,3630000,4235000,4940000,5950000,,,
UNY,S1,2025/2026,SNBP/SNBT,Pendidikan Seni Rupa,500000,1000000,2400000,3630000,4235000,4840000,5645000,6800000,,,
UNY,S1,2025/2026,SNBP/SNBT,Pend. Seni Kerajinan (Pend. Kriya),500000,1000000,2400000,3630000,4235000,4840000,5645000,6800000,,,
UNY,S1,2025/2026,SNBP/SNBT,Pendidikan Seni Musik,500000,1000000,2400000,3630000,4235000,4840000,5645000,6800000,,,
UNY,S1,2025/2026,SNBP/SNBT,Pendidikan Seni Tari,500000,1000000,2400000,3630000,4235000,4840000,5645000,6800000,,,
UNY,S1,2025/2026,SNBP/SNBT,Sastra Indonesia,500000,1000000,2400000,3145000,3630000,4235000,4940000,5950000,,,
UNY,S1,2025/2026,SNBP/SNBT,Sastra Inggris,500000,1000000,2400000,3145000,3630000,4235000,4940000,5950000,,,
UNY,S1,2025/2026,SNBP/SNBT,Desain Komunikasi Visual,500000,1000000,2400000,3630000,4235000,4840000,5645000,6800000,,,
UNY,S1,2025/2026,SNBP/SNBT,Biologi,500000,1000000,2400000,3630000,4235000,4840000,5645000,6800000,,,
UNY,S1,2025/2026,SNBP/SNBT,Fisika,500000,1000000,2400000,3630000,4235000,4840000,5645000,6800000,,,
UNY,S1,2025/2026,SNBP/SNBT,Kimia,500000,1000000,2400000,3630000,4235000,4840000,5645000,6800000,,,
UNY,S1,2025/2026,SNBP/SNBT,Matematika,500000,1000000,2400000,3630000,4235000,4840000,5645000,6800000,,,
UNY,S1,2025/2026,SNBP/SNBT,Pendidikan Biologi,500000,1000000,2400000,3630000,4235000,4840000,5645000,6800000,,,
UNY,S1,2025/2026,SNBP/SNBT,Pendidikan Fisika,500000,1000000,2400000,3630000,4235000,4840000,5645000,6800000,,,
UNY,S1,2025/2026,SNBP/SNBT,Pendidikan Kimia,500000,1000000,2400000,3630000,4235000,4840000,5645000,6800000,,,
UNY,S1,2025/2026,SNBP/SNBT,Pendidikan Matematika,500000,1000000,2400000,3630000,4235000,4840000,5645000,6800000,,,
UNY,S1,2025/2026,SNBP/SNBT,Pendidikan IPA,500000,1000000,2400000,3630000,4235000,4840000,5645000,6800000,,,
UNY,S1,2025/2026,SNBP/SNBT,Statistika,500000,1000000,2400000,3630000,4235000,4840000,5645000,6800000,,,
UNY,S1,2025/2026,SNBP/SNBT,Administrasi Publik,500000,1000000,2400000,3145000,3630000,4235000,4940000,5950000,,,
UNY,S1,2025/2026,SNBP/SNBT,Ilmu Komunikasi,500000,1000000,2400000,3145000,3630000,4235000,4940000,5950000,,,
